id;altura;ano_de_construccion;balcon_terraza;banos;categoria;costos_de_mantenimiento;direccion_exacta;enviado;localizacion;m2;m2.1;m2_de_construccion;niveles;parking;piscina;piso_numero;precio;precio_m2_de_construccion;precio_m2_de_terreno;precio_m2;recamaras;tamano_del_lote;tipo_de_pisos;description;feature;land_sq_meter;title
17306585;2.7;2018;;2.5;;45000;;;;;NA;145;2;2;no;;NA;;;;3;;Porcelanato;;Cerca de Escuela  Pet Friendly;NA;
17308665;9 METROS;2020;;;Casas;NA;TRES RIOS DE LA ESTACION DEL TREN 500 AL NORTE;12/10/2020;La Union Tres Rios;;NA;NA;NA;;;;140000;725.38;;;;;;"El condominio Puerta de Hierro cuenta con una excelente ubicacion  50 mts de la Ruta 27  del Mas x Menos  del City Place y a 300 mts de dos Automercados  y de todos los comercios y servicios de Lindora 
Es un condominio con mucha vegetacion  calles anchas  area social con piscina temperada  rancho para BBQ  cancha de tenis y cancha de futbol 5 de cesped artificial  360 mts de terreno y 250 mts de construccion  3 habitaciones y 1 oficina "; Lavadora  Secadora;NA;Casas en Santa Ana   Casa en Venta en Condominio Puerta de Hierro en Santa Ana
17308800;;NA;;4;Casas;NA;;;;;NA;550;NA;3;;;NA;;;;3;;;"Venta  550 000

Preciosa casa en urbanizacion privada  completamente amueblada 
3 dormitorios completos con bano propio  Estudio biblioteca son sofa cama  Bano de visitas con ducha para el area de piscina  Garaje techado cerrado para 3 vehiculos   Cuarto de servicio independiente con cocina propia  Todas las areas tienen salida a la terraza  Urbanizacion privada con guarda a la entrada  Cuenta ademas con vigilancia con sistema de camaras y sistema de alarma  Tiene pozo propio y sistema de riego automatico  La piscina cuenta con iluminacion  La terraza principal tiene area de BBQ ";Nevera  Microondas  Estufa  Lavaplatos  Dispensador de agua caliente  Calentador de agua  Lavadora;NA;Casas en Garita   Venta Quinta con piscina La Garita  Se escuchan ofertas
17312465;;NA;;;Casas;NA;;12/10/2020;;;NA;NA;NA;;;;NA;;;;;;;"Casa en venta en San Francisco de Dos Rios  de la iglesia 200 oeste  100 norte  por el kinder  Un barrio muy tranquilo y seguro 

La casa cuenta con tres dormitorios  dos banos completos  sala comedor y cocina amplios  cochera para dos carros normales o uno grande 

Esta linda casa es toda de block y esta prevista para hacerle un segundo piso  Los pisos son de madera laminada  el patio de tendido es de ceramica y tiene una jardinera en la parte trasera para su disfrute en una pequena area verde 

Se puede comprar de varias formas  los numeros son aproximados y se calcularan con exactitud segun cada caso  
1  Con un credito bancario normal y una cuota mensual de unos c 500 000
2  Con BONO CREDITO sin prima  debe cumplir los requicitos bancarios  no tener otras propiedades y tener el credito limpio  El banco le presta 45 millones y el gobierno de CR le regala 6 millones  LA cuota queda en unos c 320 000
2  Con una prima de 15 millones y se hace un financiamiento leasing bancario sin necesidad de banco  Queda pagando c 450 000 al mes  No se hace con el banco  se hace con financiamiento propio 
3  Con una prima de 15 millones y se hace novacion de deudor en el BCR  la operacion esta al dia y sin problemas  Se deben cumplir los requisitos del banco  Cuota c 385 000
4  Con una prima de c 22 000 000 y se hace con planes del INVU ya maduros  no importa si esta manchado o si NO tiene orden patronal  queda pagando c 320 000 al mes "; Desayunador  Garaje techado  Sala y Comedor  Walk in closet;NA;Casas en San Francisco de Dos Rios   Venta de Casa en San Francisco de Dos Rios  3 dorm  2 banos
17317100;1 Planta;NA;;;Casas;NA;;23/10/2020;Santa Ana;;NA;NA;NA;;;;1300000;1,733.33;265.57;;;4895;;"Esta propiedad de 11 hectareas  27 acres  se encuentra en medio de la jungla en San Juan de Dios de Baru  un lugar con muy buena ubicacion porque esta en el medio de todo  a 20 km de la ciudad de San Isidro Perez Zeledon  a 15 km de Las principales playas del Pacifico Sur de Osa  Dominical  Dominicalito  Mapatalo  etc   

La entrada de la propiedad tiene porton electrico y toda la entrada para llegar a la casa en cemento  la casa tiene 2 habitaciones con banos separados cada una  una sala de television  una pequena biblioteca  acabados de lujo en banos y cocina  excelentes terrazas donde puede disfrutar El silencio y el sonido relajante de la cascada en medio de los arboles y la jungla  puede ver muchos tipos de animales que se acercan porque quieren probar el agua dulce de esta propiedad 

Aqui tendra una piscina en medio de una bonita zona verde con un rancho listo para hacer barbacoas o hamburguesas los fines de semana  un amplio garaje y mucho mas 

Imposible terminar esta descripcion sin hablar de la construccion de la casa para el personal de servicio  eche un vistazo a esta bonita propiedad y haga una oferta al propietario "; Estufa  Lavaplatos  Calentador de agua  Lavadora;NA;Casas en Baru   Hermosa casa con establo y cascada en San Juan de Dios
17319750;;NA;;;;NA;;;;;NA;NA;NA;;;;NA;;;;;;;; Vista a las Montanas  Parking de visitas  Seguridad 24 Horas  Salon de fiestas  Jardin  Parque Infantil  Desayunador  Calle sin salida  Sala y Comedor;NA;
17321137;;NA;;2.5;Casas;NA;;12/10/2020;San Francisco de Dos Rios;;NA;214;NA;4;;planta baja;86885.24590163934;;;;3;;;Esta Hermosa y acogedora casa esquinera en condominio  esta situada en un residencial muy familiar y tranquilo en una de las zonas de mayor plusvalia de la zona Oeste  Cercana a escuelas  supermercados  gimnasios  centros comerciales  de facil acceso a la Ruta 27  tambien se localiza a pocos minutos tanto de zona empresarial de Escazu  como de Lindora y Santa Ana  Ubicada en situacion privilegiada dentro del residencial  Solo un vecino al lado y al otro colinda con zonas comunes con piscina  jacuzzi  rancho  play para ninos y parque para mascotas  Con un lote de 215 mts2  y 214 mts2 de construccion  cuenta con acceso lateral hacia el jardin trasero y admite parqueo hasta para 4 carros  Esta luminosa casa en su primera planta cuenta con recibidor y medio bano con bodega  seguido encontramos su salon el cual posee sistema de parlantes Bose integrado al cielo raso  comedor con ventanas corredizas  y cocina tipo americana con sobre de granito y mucho espacio de almacenamiento  Su linea blanca consta de plantilla de vitro ceramica con extractor de aire  microondas  horno de resistencia conveccion empotrados  y lavadora de platos  Su cuarto de lavado se compone de pilas  tendedero  espacio para lavadora  secadora y armario a la medida  Tambien tiene un pequeno cuarto de servicio con su bano y ducha Finalmente  las puertas de acceso al jardin en PVC y doble vidrio temperado  nos llevan a una agradable terraza y area natural muy verde  con iluminacion exterior de intensidad ajustable  En la segunda planta encontramos un espacio de entretenimiento y tres habitaciones  Habitacion principal con un tamano de 4 5x3 metros  bano con tina jacuzzi y espejo de completo  y dos habitaciones gemelas que comparten bano completo  con sobre de marmol  mucha luz y cielos altos  Todas las habitaciones son muy luminosas y ventiladas  Ademas  cada una cuenta con su propio aire acondicionado  Ideal para familias con ninos  mascotas  y o ejecutivos que buscan cercania a oficinas y a la vez disfrutar de un ambiente tranquilo y seguro  Seguridad 24 7  Ano de Construccion  2006 Cuota de Mantenimiento  150 000 colones  250 aprox                                                                                                                Discover this beautiful and charming corner condo in a quiet family oriented gated community in Guachipelin  Located on one of the highest capital gain areas on west side San Jose  Guachipelin holds a great school district  wide commercial areas that include supermarkets  malls  gyms  and easy access to Highway 27  All close to Escazu  Lindora and Santa Anas business areas  With just one neighbor on the side  this condo sits on a privileged location within the community  next to beautiful amenities that include  heated pool  jacuzzi  children play area  and pet park  Built on a 215 sq mt  lot  and having a 214 sq mt construction area  this is one of the few properties that has side access to its backyard from the front  and allows up to 4 vehicles parked in its garage  On the first floor  you will notice lots of light from the instant the door opens  Walk through the entrance hall and pass a small bathroom with storage  to meet the social area  An open space holds an enchanting living room with built in Bose speakers on the ceiling  a luminous dining room with sliding windows overlooking the garden  and American style open kitchen  Its granite counter tops  stainless steel microwave  built in oven  electric cooktop  dishwasher and lots of storage cabinets makes it perfect for day to day cooking or entertaining  Next to the kitchen you will find the laundry room with sink  custom made storage  and space for washer  dryer and hanging area  Followed by a small maid room with shower that can also be used as storage  On the back side of the living room  sliding double glazed PVC doors take you to a pleasant small terrace where green natural walls will make you feel surrounded by nature for breakfast in the morning or make a cozy environment with dimmed lights and a glass of wine at night  On the second floor you will find a hall holding a TV and entertainment area  and 3 rooms  The master bedroom measures 4 5x3 mt   well lit bathroom with shower jacuzzi and oversized mirror  while 2 twin rooms that perfectly fit queen sized beds  share a well lit full bath with very high ceilings and marble counter  All rooms are well ventilated and also have their own A C  This lovely home is ideal for families with children  pets and or executives looking for proximity to business districts pursuing a peaceful way of living in an appealing neighborhood with security 24 7   Construction Year  2006 Maintenance Fee  250;Microondas  Estufa  Lavaplatos  Calentador de agua;NA;Casas en San Rafael   Precioso Condominio Guachipelin 3H  2 5Ba   Cto Servicio
17321843;;1990;terraza;2.5;;NA;Los Reyes  La Guacima;;;;NA;NA;1;6;no;1;NA;;371.00;;3;876;Ceramica;;;NA;
17324061;;NA;terraza;3.5;Casas;NA;;23/10/2020;Guadalupe;;NA;NA;NA;;;;175000;875.00;553.79;;4;316;;;;NA;
17327188;;NA;;2;;NA;San Juan de Tibas;23/10/2020;San Juan;;NA;144;2;3;;;175409.83606557376;₡743,055;₡614,942;;4;174;;;Cerca de Escuela  Cerca del Trafico  Jardin  Sala y Comedor;NA;
17330870;;2010;terraza;2.5 2;Casas;35000;Residencial el Bosque;28/10/2020;Alajuela Centro;;NA;248;1;4 2;no;planta baja;13114.754098360656;802.41 ₡8,000,000;391.73;;3;508;Ceramica;Con los espacios que usted y su familia requieren  decore a su gusto y Viva seguro y tranquilo en esta acogedora y amplia casa en Residencial  3 habitaciones  Amplios espacios que bordean un lindo patio interno que llena de luz natural a toda la casa  Ademas cuenta con cocina empotrada con horno y extractor  Patio trasero con Jardineras en niveles  En la parte superior encontrara un estudio  terraza y medio bano  Parqueo para 4 vehiculos  Visitela y se sorprendera ;Estufa Cerca de Escuela  Pet Friendly  Parking de visitas  Seguridad 24 Horas  Lavanderia interna  Salon de fiestas  Parque Infantil  Gimnasio;NA;Casas en Garita   Venta de Casa en La Garita Alajuela Residencial El Bosque
17336404;;NA;;;Casas;NA;;13/10/2020;Santa Ana;;NA;NA;NA;;;;350000;;;;;;;"Viva seguro y con tranquilidad en un hermoso y centrico Condominio  a solo 5 minutos de Alajuela Centro cerca de Pricesmart  Megasuper  Mas x Menos  Automercado  Precio US  127 000  negociable 

Con todos los servicios  agua municipal  recoleccion de basura dentro del Condominio  seguridad 24 7

Cerca del Aeropuerto  de zona franca El Coyol  ruta 27  Autopista General Canas

  casa de una planta
  3 dormitorios con closet
  2 banos completos 
  sala comedor integrados con cielo alto
  cocina con mueble de cocina y sobre de granito
  garaje techado para 2 vehiculos
  patio trasero"; Seguridad 24 Horas  Lavanderia interna  Parque Infantil  Desayunador  A C  Patio  Calle sin salida  Garaje techado  Sala y Comedor;NA;Casas en Alajuela Centro   Hermosa casa en Condominio Botanica
17336565;3.10;2016;terraza;2;;54;Del Cristo de Sabanilla 800m este y 500m norte  condominio Lomas de Montes de Oca;27/10/2020;Goicoechea;;NA;170;1;2;no;1;154098.3606557377;₡552,941;₡546,511;;3;172;Porcelanato;;;NA;
17336745;;NA;;3.5;Casas;160;Santa Ana Hills   Calle Machete;16/10/2020;Santa Ana;;NA;180;2;2;;;192000;1,066.66;;;4;;;Casa en condominio familiar y seguro  tipo townhouse  en Santa Ana  de dos plantas y cochera para dos vehiculos  Excelentes acabados  3 cuartos en planta superior y un dormitorio de servicio oficina en primer piso  El condominio cuenta con areas de recreo  piscinas  gimnasio  canchas  juegos infantiles  zona para mascotas  areas verdes y salones para eventos  Muy seguro  una sola entrada  vigilancia 24 horas y camaras  ideal para familias  Cerca de todo tipo de servicios  Supermercados  Escuelas  Cines  Restaurantes  etc  a 5 min de Forum y acceso a la Ruta 27  Se vende semi equipada  linea blanca ;Nevera  Estufa  Calentador de agua  Lavadora;NA;Casas en Santa Ana   Santa Ana Hills Casa en Condominio   Dueno Vende
17340939;;2020;;2.5;Casas;NA;Tejar Cartago;28/10/2020;Tejar;;NA;175;NA;2;;;152459.0163934426;₡93,000,000;₡531,428;;3;175;;"Moderna y Amplia Casa Separada por retiro lateral
Mucha Iluminacion natural y ventilacion  Acabados Excelentes   Alta Plusvalia  Le Mejor Ubicacion cerca de colegios  supermercados y facil acceso 

ESTRENE EN 2020 
SE ATIENDE CON CITA WhatsApp 7018 2029

Casa de 2 Niveles  
Amplio Patio y retiro lateral EN AMBOS COSTADOS DE LA CASA
Cochera para 2 o mas vehiculos 
Seguridad 24 H
WhatsApp  506 7018 2029";;NA;Casas en Rio Segundo   Vendo Casa en Condominio a 5 min del Aeropuerto
17345682;;NA;;2;;NA;Condominio Botanica;;;;NA;130;1;2;no;;NA;;641.41;;3;198;Ceramica;;Cerca de Escuela  Pet Friendly;NA;
17348973;;NA;;2;;NA;;15/10/2020;Cartago;;NA;110;1;2;no;1;89344.26229508196;₡495,454;₡340,625;;3;160;Ceramica;;Cerca de Escuela;NA;
17416307;;2016;balcon;;Casas;175;Rio Oro  Santa Ana  San Jose ;16/10/2020;Santa Ana;;NA;NA;2;;si;2;260000;1,300.00;1,115.87;;3;233;Porcelanato;;;NA;
17416486;;NA;;;Casas;NA;Alajuela Aeropuerto;28/10/2020;Rio Segundo;;NA;180;2;;;;149000;851.42;745.00;;;200;Porcelanato;"Residencial con seguridad 24 7
Area de Terreno 333m2
Area de servidumbre al lado de 200m2
Area de Construccion 180m2
Terraza 90m2 
Espacio para mas de 6 vehiculos
2 Portones Electricos 
Sala
Comedor 
Cocina con Mueble y Desayunador de Granito
Sala de TV
3 Habitaciones Amplias con Closet
2 Banos
Excelente Ubicacion cerca de la UCR  Universidad Latina  Fidelitas  UNED  cerca de Centros Comerciales  
Zona de Alta Plusvalia
Financiamiento Bancario Disponible";Calentador de agua;NA;Casas en Sabanilla   Sabanilla  Terreno 333m2  Cochera   6 vehiculos
17416873;;NA;;;Casas;NA;;1/11/2020;La Union Tres Rios;;NA;NA;NA;;;;175000;1,206.89;935.82;;;;;Esta es una casa a precio de oportunidad  rebajada de 170 000 a 139 900  Cuenta con amplios espacios distribuidos en dos plantas  cochera techada para 2 vehiculos  sala  comedor  terraza  patio  cuarto de pilas  cocina  3 habitaciones  la principal con walking closet   2 5 banos y cielos muy altos  Se encuentra ubicada a pocos metros de la entrada principal del proyecto Bosques de Velarde ; Jardin  Patio  Area Social  Walk in closet;NA;Casas en Ulloa   VENTA DE CASA INDEPENDIENTE JUNTO A BOSQUES DE VELARDE   ULLOA   REMATE
17419098;;NA;terraza;2.5;;NA;PASO LAS GARZAS;;;;NA;150;2;2;;;NA;;;;3;150;Ceramica;"Casa en residencial cerrado con estricta seguridad  amplias calles adoquinadas  5 parques infantiles  entorno familiar 

Ubicado en conveniente zona ya que se encuentra a 5 minutos de Lindora  poca distancia al centro de Belen y variedad en centros educativos alrededor 

Caracteristicas 

  150m2 habitables

  150m2 de terreno

  3 habitaciones

  2 5 banos

  Garage para 2 vehiiculos

  Bodega

  Terraza

  Patio

  A C

  Jardin frontal y lateral

Sobre el residencial 

  Seguridad 24 7

  Parques infantiles

  Calles adoquinadas

  Planta de tratamiento

  Parqueo de visitas

Precio  150 000

CODIGO  RC122

Agente  Rocio Chavarria";Dispensador de agua caliente  Calentador de agua;NA;
17426344;;NA;;2 8;Casas;NA;;23/10/2020;Santa Barbara;;NA;200;NA;2 Más;;;106557.37704918033;₡325,000 1,190.47 1,066.49;;;3 10;;;"PAVAS  OPORTUNIDAD UNICA    2 x 1 GRANDIOSA OPORTUNIDAD     No encontrara una oportunidad como esta  Llevese 2 Casas por el precio de 1  todo dentro del mismo lote  cada casa consta de 3 habitaciones y 2 banos  muy bonitas  actualmente cada casa esta dividida por la mitad  y se han creado 4 apartamentos totalmente independientes   El diseno permite unificarlas en 2 casas nuevamente de manera muy facil  viva en una de las casas y en la otra su familia  o viva en uno de los apartamentos y alquile 3 apartamentos y con los alquileres le paga la cuota al banco  Excelente ubicacion a un Kilometro de la Embajada Americana   Pavas  en el Residencial Llanos del Sol  el cual es un Residencial de clase media  con muchas casas nuevas  y mucha plusvalia  lugar muy seguro y tranquilo  con muchas comodidades cerca  clinica Coopesalud a 500 metros  maxi pali y farmacia a 600 metros  y toda la gran zona comercial de Pavas  a menos de un Kilometro de Plaza Rohmoser  excelente servicio de buses  aproveche compare precios en la zona  y no encontrara nada que se le acerque a esta gran oportunidad     Se considera la posibilidad de cambiar por otra propiedad  65 millones negociable  Nos encontramos ubicados estrategicamente  muy cerca de zonas francas  Aeropuerto  Cerveceria Costa Rica  Colypro 

Area del terreno  2 494 m2
Area de construccion  1050 m2 

Se trata de 

Casa   1  Area 93 m2 Consta de 2 habitaciones  1 bano  sala  comedor  cocina  pilas  2 terraza y cochera techada 

Edificio de 4 casas  Area  335 m2  Constan de 2 habitaciones y 2 banos cada una  sala  comedor  cocina  pilas y terraza  Todas con aire acondicionado 

Edificio de 4 casas  Area 200 m2  Constan de 1 habitacion y 1 bano tipo estudio  todas con aire acondicionado  Comparten 1 lavanderia los 4 

Edificio de 6 casas  Area 328 m2  Constan de 1 habitacion y 1 bano  tipo estudio  tienen su propia lavanderia cada una 

Ademas tenemos Oficina 65m2 
Ranchos 27m2  Tapias  Parqueos

Las casas se venden sin menaje  Las fotografias son ilustrativas 

Hermosa vegetacion  muchos arboles ornamentales y frutales 

Venga a conocer y enamorese de este lugar 

Para hacer uso de la piscina  cada casa paga 40 mensuales 

Corredores de empresas reconocidas  comision 2 5  

Para informes y citas  Con Gustavo Segura al 7016 7950";;NA;Casas en Pavas   PAVAS GRAN OPORTUNIDAD    2 X 1 UN KILOMETRO DE LA EMBAJADA AMERICANA Casas en Santa Barbara   15 HERMOSAS CASAS  ATENCION INVERSIONISTAS
17431353;;2010;;;Casas;500;Curridabat;30/10/2020;Ciudad Curridabat;;NA;NA;2;;si;;1490000;2,538.33;588.70;;;2531;;"Hermosa Casa de Dos Plantas en Curridabat

La casa cuenta con espacios muy amplios y finos acabados 

Tiene entrada con puerta de vidrio que proteje la puerta principal del sol y la lluvia  la puerta principal es de doble hoja y en madera Cedro 

Pisos en porcelanato y muebles de madera 

Primera planta 

Sala y comedor amplios y con ventanales de vidrio que dan a la terraza 

La cocina es independiente y cuenta con puerta debatible que le brinda privacidad El mueble es de madera solida y sobres de granito  Tiene un antecomedor con los mismos acabados del mueble de cocina  Tambien tiene puerta de vidrio a la terraza  La cocina cuenta con lavadora de platos y campana incluidas  Alacena  

Tiene una habitacion amplia con su bano completo 

Una oficina con un area de espera y entrada independiente 

Terraza y medio bano de visitas 

Jardin posterior y rancho BBQ 

Dos bodegas una dentro y la otra fuera de la casa 

Espacios laterales que separan la casa de los vecinos y donde se pueden estacionar varios carros 

Cuarto de pilas con doble acceso 

Entrada secundaria a la cocina desde la cochera 

Cochera para 4 carros bajo techo y espacio para 10 mas 

Cuenta con una puerta para separar las areas sociales de la privada 

Segunda planta 

Escalera muy amplia con barandas de vidrio y luces empotradas  

Sala de T V  o una habitacion mas de ser necesario 

Habitacion Principal tiene 26 metros cuadrados  cuenta con Walk in closet y bano con doble lavatorio  griferia Helvex  puertas de vidrio y porcelanatos hasta el techo con finos listelos 

Dos habitaciones secundarias  una de ellas con walk in closet 

Un bano completo compartido con puertas de vidrio y muebles sobres de granito 

La casa tambien cuenta con sistema de camaras de vigilancia y cerca electrificada en todo el perimetro  tapias altas  Tanque de reserva de agua 

No se paga seguridad";Calentador de agua;NA;Casas en Ciudad Curridabat   Financiamiento Disponible  Casa en Venta en Curridabat  Lomas de Ayarco   191176
17433576;;NA;;2;;NA;;;;;NA;211;2;2;no;;NA;853.08;853.08;;3;211;Porcelanato;;Cerca de Escuela  Parking bajo techo  Deposito  Desayunador  Patio  Garaje techado  Sala y Comedor;NA;
17436151;;NA;;2;Casas;NA;;26/10/2020;Santa Ana;;NA;220;NA;4;;;180000;;;;;;;Parqueo cuatro carros  amplias zonas verdes  tres cuartos  una planta  dos banos  patio  residencial privado  calles amplias  seguridad las 24 horas  parqueo dentro del residencial;;NA;Casas en San Joaquin   Hermosa Casa en San Joaquin de Flores Heredia
17436163;;NA;;3;Casas;NA;;14/10/2020;Cartago;;NA;330;NA;2;;;NA;;;;4;;;"DUENO VENDE

Precio  275 000 USD

	Sobre el Condominio en Jaboncillos  Escazu  

Un bello condominio con 4 casas de estilo mediterraneo bastante unico  la comunidad es muy tranquila y segura  Excelente ubicacion a tan solo pasos de la Paco  Restaurantes y gimnasios  Adicionalmente a tan solo 5 minutos de viaje encontraras todas las amenidades que buscas  como el Hospital CIMA  Country Day School  Multiplaza  Costa Rica Country Club y mucho mas  

	Caracteristicas de la propiedad  

 Casas espaciosa de 2 pisos y techos abovedados 
 330 metros cuadrados de construccion
 400 metros cuadrados de terreno total  
 4 dormitorios  uno de ellos es un dormitorio master con walk in closet 
 3 Banos completos  
 Comedor y sala de estar espaciosos  
 1 dormitorio y bano adicionales cerca del area de lavanderia  
 Garage privado  con espacio para 2 carros   parqueo de visitas  
 Jardin privado con rancho para BBQ equipado  
 Seguridad 
 Buena iluminacion natural 
 Vistas parciales de la ciudad  volcanes y montanas  

El precio es negociable y se escuchan ofertas ";;NA;Casas en San Rafael   Casa dentro de condominio en excelente ubicacion en Escazu
17436213;;NA;;;Casas;NA;;2/11/2020;Cartago provincia;;NA;NA;NA;;;;123659.01639344262;₡638,280;₡251,440;;;;;"Preciosa casa ubicada en Heredia en Condominio en Remate Bancario y donde puede hacer una oferta  

La vivienda cuenta en el primer nivel con estacionamiento para dos vehiculos  sala comedor  cocina  bano de visitas  pilas  terraza  bodega y patio 

El segundo nivel cuenta con tres dormitorios  vestibulo y dos banos completos 

La casa tiene algunas extras como  espejos y mamparas en bano  espejos en escaleras  lamparas  entre otros  

El condominio cuenta con piscinas recreativas  parque de mascotas  gimnasio  playground  parqueo de visitas y seguridad 24 7  

Para esta casa debera de contar con 17 000 de prima  el banco se la puede financiar a una tasa preferencial  Mas informacion al 8828 1607 

Este es una casa construida por Vivicon por lo que le da seguridad de una buena construccion ya que la empresa tiene mucha trayectoria en Costa Rica  

ID 3037339 www locate cr";Pet Friendly  Cerca del Trafico  Parking de visitas  Seguridad 24 Horas  Parque Infantil  Gimnasio  Sala y Comedor;NA;Casas en Heredia   REMATE BANCARIO  Casa en Condominio en Heredia 
17440526;;NA;;3.5;Casas;NA;500 metros norte del Mall don Pancho;30/10/2020;La Trinidad;;NA;297;NA;2;;;155000;1,068.96;1,383.92;;4;112;;"Hermosa Casa de Arquitectura moderna  con excelentes acabados  ubicada en zona de alta plusvalia  con salida a las principales vias de comunicacion de la ciudad  La casa consta de dos niveles  en el primero podemos encontrar el area social  cocina integrada con sobres en cuarzo blanco y desayunador  amplia e iluminada area de sala comedor  terraza con hermoso jardin  bano de visita cuarto de pila y habitacion con bano de servicio 
En el segundo nivel se encuentran las habitaciones todas con aire acondicionado  black out y persianas  La principal cuenta con bano y Walk in closet  segunda habitacion con bano y dos adicionales que comparten un bano  ademas de un area de star 

La casa posee pisos en porcelanato y madera  espacios amplios  muy iluminada  sin duda una excelente opcion para usted y su familia 

El condominio cuenta con piscinas  gimnasio  casa club  area de BBQ  pet park  zona de juegos infantiles  excelente vista y hermosas areas verdes 

Precio Negociable ";;NA;Casas en San Rafael   Casa en Venta Escazu  Acabados de Lujo
17441421;;2018;terraza;;;NA;Cartago Tejar;;;;NA;NA;1;;no;;NA;;₡381,818;;3;165;Porcelanato;;;NA;
17445984;;NA;;;Casas;NA;;14/10/2020;San Rafael;;NA;NA;NA;;;;275000;833.33;;;;;;"Condominio Prados del Este con entrada controlada las 24 horas  Propiedad sin casas colindantes 

Consta de 

 3 habitaciones de buen tamano
 2 banos completos
 Sala comedor integrados
 Cocina amplia
 Cochera techada para 2 autos
 Terraza
 Amplio jardin"; Pet Friendly  Vista a las Montanas  Parking de visitas  Seguridad 24 Horas  Parque Infantil  Garaje techado  Area Social  Area de BBQ;NA;Casas en Cartago   Hermosa casa en Dulce Nombre  Cartago
17460449;;NA;;4;Casas;NA;;27/10/2020;Herradura;;NA;NA;NA;;;;298000;1,336.51;754.43;;3;395;;"Hermosa casa en exclusivo Condominio en Heredia   cercano a zonas Francas  parques empresariales  centros comerciales   restaurantes  escuelas y colegios privados  facil y cercano salida autopista General canas  excelente ubicacion 
Condominio con amplias areas comunes   2 canchas de tennis  cancha de futbol 5  gimnasio  salon de eventos   rancho de bbq  amplias zonas de caminata 
Casas separadas  seguridad 24 horas 
Financiamiento disponible"; Gimnasio  Patio  Garaje techado  Sala y Comedor  Area Social  Area de BBQ;NA;Casas en Ulloa   venta de casa 4 Habitaciones  exclusivo Condominio Heredia
17460851;1;2010;;2;;NA;San Francisco Condominio San Agustin;15/10/2020;San Francisco;;NA;NA;NA;2;si;;163000;1,051.61;1,051.61;;3;155;Ceramica;;;NA;
17462275;;NA;;3.5;Casas;NA;;;;;NA;380;NA;4;si;;NA;;;;3;;;Gran oportunidad de vivir en un lugar exclusivo en Guachipelin  Hermosa casa de una planta con espacios muy amplios  ventilada  cocina en madera con sobres en granito Y vista espectacular desde la misma  amplia terraza y jardin  La casa posee un gran potencial  Cada habitacion con bano  la casa cuenta con un atico el cual podra disponer para usos multiples  El condominio cuenta con rancho muy acogedor donde podra apreciar la naturaleza  ademas dos piscinas  parque infantil  cancha de tenis  futbol y hermosas areas verdes  Un lugar tranquilo  donde podra disfrutar en familia ;Estufa  Lavaplatos;NA;Casas en San Rafael   Venta de Casa Escazu en Excelente Condominio 
17463804;2;2018;;3.5;;NA;;;;;NA;252;2;2;;;NA;;;;4;;Porcelanato;;Cerca de Escuela  Pet Friendly  Parking bajo techo  Parking de visitas  Seguridad 24 Horas  Salon de fiestas  Jardin  Parque Infantil;NA;
17464219;;NA;;;Casas;75000;Condominio Francosta;27/10/2020;Ulloa;;NA;NA;NA;;;;278000;1,103.17;911.47;;;305;;"Casa de una planta en residencial privado 3 dormitorios con closet  principal con bano completo
  Oficina o habitacion 
2 banos completos 
Garage con porton electrico para 2 autos 
Jardin en la entrada 
sala  comedor  cuarto de pilas  cocina y
terraza abierta con arboles  residencial con
tapia perimetral  un solo ingreso con
seguridad 24 7  recientemente remodelada
precio  167 000 lote 185 mts  construccion 165 mts 

Tanque de captacion de agua  Parque  Cerca de Escuelas  colegios  supermercados  de Santo Domingo de Heredia ";Cerca de Escuela  Pet Friendly  Cerca del Trafico;NA;Casas en San Pablo   Venta de casa de 1 planta San Pablo de Heredia
